Unnamed: 0,Net Income,Shares Outstanding (Basic),Dividend Per Share,EBIT,EBITDA,Revenue,Accion
2005-06-30,94.777,415.128,0.006,163.25,181.757,13831.966,ABC
2005-03-31,99.422,438.58,0.006,177.348,196.632,13190.167,ABC
2004-12-31,50.946,422.244,0.006,116.051,134.932,13636.836,ABC
2004-09-30,91.989,443.828,0.006,172.992,191.337,13374.231,ABC
2004-06-30,125.775,447.824,0.006,232.232,250.344,13056.413,ABC
2004-03-31,142.152,447.388,0.006,262.357,279.039,13351.761,ABC
2003-12-31,108.474,446.836,0.006,208.244,223.176,13342.171,ABC
2003-09-30,119.53,446.068,0.006,231.223,250.457,12566.294,ABC
2003-06-30,112.546,441.328,0.006,222.344,237.048,12420.671,ABC
2003-03-31,116.414,437.752,0.006,230.819,246.083,12162.541,ABC
2002-12-31,92.739,427.16,0.006,187.672,203.475,12434.533,ABC
2002-09-30,94.96,424.9,0.006,189.154,204.996,11600.92,ABC
2002-06-30,90.224,421.496,0.006,182.933,197.243,11620.827,ABC
2002-03-31,91.874,417.616,0.006,191.128,204.979,10944.267,ABC
2001-12-31,67.883,414.944,0.006,149.566,163.813,11068.78,ABC
2001-09-30,34.583,228.74,0,74.578,82.46,5884.231,ABC
2001-06-30,31.506,211.648,0,58.187,61.931,3518.929,ABC
2001-03-31,31.516,210.804,0,62.625,66.305,3480.998,ABC
2000-12-31,26.191,209.416,0,53.12,56.418,3307.195,ABC
2000-09-30,27.996,206.208,0,55.809,57.029,3031.73,ABC
2000-06-30,25.12,205.507264,0,48.899,53.025,2931.706,ABC
2000-03-31,24.299,205.456264,0,51.114,55.744,2842.203,ABC
1999-12-31,21.599,205.408264,0,45.735,49.888,2839.382,ABC
1999-09-30,7.592,202.792,0,27.942,28.362,2578.92,ABC
1999-06-30,21.76,194.721336,0,41.467,46.326,2468.537,ABC
1999-03-31,20.219,193.976256,0,46.48,51.401,2385.171,ABC
1998-12-31,17.895,193.833576,0,39.664,44.851,2374.735,ABC
1998-09-30,-1.135,199.508,0,27.352,34.543,2875.933,ABC
1998-06-30,16.472,191.384184,0,36.568,40.889,2129.192,ABC
1998-03-31,16.21,190.925784,0,38.607,42.755,2218.354,ABC
1997-12-31,14.483,190.911784,0,36.404,40.27,2279.558,ABC
1997-09-30,18.842,197.868,0,42.876,46.969,2702.057,ABC
1997-06-30,6.332,189.654488,0,20.992,25.01,2064.174,ABC
1997-03-31,11.15,189.381488,0,30.605,34.071,1785.469,ABC
1996-12-31,11.817,189.381488,0,28.99,32.058,1746.935,ABC
1996-09-30,13.295,181.496,0,19.491,22.639,1598.142,ABC
1996-06-30,3.163,,0,19.482,22.612,1420.006,ABC
1996-03-31,10.1,,0,27.283,29.898,1362.056,ABC
1995-12-31,8.85,,0,24.391,27.08,1282.513,ABC
2023-02-28,1523.648,630.845147,1.12,1931.505,2463.981,15814.158,ACN
2022-11-30,1964.95,630.137262,1.12,2577.548,3083.777,15747.802,ACN
2022-08-31,1665.128,632.142379,0.97,2230.575,2765.48,15423.656,ACN
2022-05-31,1786.075,632.749442,0.97,2473.433,2997.619,16158.803,ACN
2022-02-28,1634.942,633.956712,0.97,2039.079,2567.339,15046.693,ACN
2021-11-30,1791.024,632.280932,0.97,2388.609,2889.474,14965.153,ACN
2021-08-31,1416.248,633.525396,0.88,1909.607,2395.888,13419.284,ACN
2021-05-31,1549.426,635.203753,0.88,2102.594,2581.58,13263.795,ACN
2021-02-28,1440.859,635.99398,0.88,1750.731,2208.506,12088.125,ACN
2020-11-30,1500.276,634.271482,0.88,1973.94,2442.14,11762.185,ACN
2020-08-31,1287.929,635.864136,0.8,1779.929,2266.819,10835.271,ACN
2020-05-31,1228.202,636.14624,0.8,1661.297,2105.957,10991.305,ACN
2020-02-29,1234.74,637.485626,0.8,1500.781,1942.897,11141.505,ACN
2019-11-30,1356.968,635.722309,0.8,1787.921,2187.379,11358.958,ACN
2019-08-31,1130.427,637.073379,0,1553.122,1793.29,11055.65,ACN
2019-05-31,1249.516,637.831341,1.46,1690.522,1911.831,11099.688,ACN
2019-02-28,1124.449,638.639729,0,1365.602,1585.2,10454.129,ACN
2018-11-30,1274.72,638.877445,1.46,1598.385,1810.07,10605.546,ACN
2018-08-31,1029.524,640.710576,0,1442.92,1678.01,10503.987,ACN
2018-05-31,1043.02,639.217344,1.33,1603.276,1841.665,10694.996,ACN
2018-02-28,863.703,617.854667,0,1192.8,1413.464,9909.238,ACN
2017-11-30,1123.66,615.835525,1.33,1433.949,1666.582,9884.313,ACN
2017-08-31,932.453,617.341232,0,1246.188,1478.257,9052.269,ACN
2017-05-31,669.468,619.436804,1.21,842.68,1037.16,9356.787,ACN
2017-02-28,838.752,621.999948,0,1074.03,1261.837,8762.182,ACN
2016-11-30,1004.476,621.569764,1.21,1278.896,1466.329,9005.603,ACN
2016-08-31,1069.226,622.500987,0,1401.31,1594.725,8965.58,ACN
2016-05-31,897.247,623.725913,1.1,1244.379,1425.389,8969.044,ACN
2016-02-29,1326.52,626.523793,0,1553.797,1726.542,8397.053,ACN
2015-11-30,818.899,626.463124,1.1,1182.633,1364.515,8465.984,ACN
2015-08-31,737.628,624.62845,0,1034.796,1208.559,8364.511,ACN
2015-05-31,793.697,625.969418,1.02,1079.588,1232.993,8275.066,ACN
2015-02-28,690.726,628.254759,0,956.399,1108.635,7931.59,ACN
2014-11-30,831.53,628.439218,1.02,1134.117,1300.636,8343.257,ACN
2014-08-31,701.016,631.169723,0,1034.231,1198.31,8267.319,ACN
2014-05-31,817.336,633.128417,0.93,1115.751,1277.948,8240.18,ACN
2014-02-28,671.3,635.929351,0,903.445,1052.585,7567.483,ACN
2013-11-30,751.846,636.695545,0.93,1027.435,1172.762,7799.696,ACN
2013-08-31,671,642.295885,0,910.834,1064.541,7524.994,ACN
2013-05-31,810.258,650.625931,0.81,1086.368,1228.499,7707.935,ACN
2013-02-28,1101.802,649.520337,0,1099.694,1256.96,7493.32,ACN
2012-11-30,698.817,639.659238,0.81,983.791,1123.715,7668.036,ACN
2012-08-31,578.282,636.006704,0,891.467,1070.376,7288.259,ACN
2012-05-31,689.219,645.761617,0.675,996.338,1131.339,7640.79,ACN
2012-02-29,643.923,646.45299,0,832.493,979.503,7259.828,ACN
2011-11-30,642.086,644.285298,0.675,927.514,1060.139,7589.108,ACN
2011-08-31,611.933,647.428038,0,868.396,1009.736,7174.073,ACN
2011-05-31,628.013,651.339239,0.45,889.62,1020.393,7204.355,ACN
2011-02-28,503.017,646.292241,0,714.921,836.005,6496.293,ACN
2010-11-30,534.714,637.298491,0.45,778.522,898.581,6478.193,ACN
2010-08-31,445.482,637.081668,0,655.429,780.387,5833.073,ACN
2010-05-31,490.597,641.355607,0.375,732.419,848.733,5975.495,ACN
2010-02-28,399.76,638.695204,0,581.79,700.308,5537.823,ACN
2009-11-30,444.817,631.527053,0.75,679.605,794.503,5747.687,ACN
2009-08-31,254.692,625.704156,0,375.42,503.002,5505.449,ACN
2009-05-31,443.969,623.649189,0,658.496,774.873,5537.348,ACN
2009-02-28,411.436,620.4615,0,611.204,746.273,5657.563,ACN
2008-11-30,479.866,622.243687,0.5,698.554,818.117,6470.608,ACN
2008-08-31,434.82,617.131359,0,696.603,833.56,6561.045,ACN
2008-05-31,469.089,606.513399,0,743.789,862.04,6593.201,ACN
2008-02-29,406.557,608.472725,0,530.023,641.068,6057.623,ACN
2007-11-30,381.285,611.842254,0.42,654.614,779.782,6101.957,ACN
2007-08-31,316.794,606.3037,0,576.048,691.619,5573.351,ACN
2007-05-31,345.4,607.421151,0,588.209,667.691,5543.684,ACN
2007-02-28,296.722,604.326019,0,475.126,579.591,5169.353,ACN
2006-11-30,284.232,598.612668,0.35,524.662,669.643,5166.359,ACN
2006-08-31,346.445,594.126972,0,377.254,500.168,4388.911,ACN
2006-05-31,342.264,589.933994,0,560.204,635.319,4805.327,ACN
2006-02-28,69.68,585.674656,0,132.058,206.705,4491.112,ACN
2005-11-30,214.94,586.267569,0.3,415.494,494.765,4543.016,ACN
2005-08-31,229.135,585.430287,0,413.857,488.941,4309.054,ACN
2005-05-31,305.28,587.277097,0,514.045,599.128,4497.61,ACN
2005-02-28,209.786,591.694862,0,366.436,435.407,4216.384,ACN
2004-11-30,196.273,590.029649,0,367.206,420.141,4071.372,ACN
2004-08-31,182.99,590.047216,0,270.74,329.862,3806.549,ACN
2004-05-31,210.409,558.33078,0,412.695,467.834,4050.241,ACN
2004-02-29,123.089,544.052062,0,246.313,326.423,3682.304,ACN
2003-11-30,174.34,519.417011,0,358.667,421.376,3574.488,ACN
2003-08-31,120.505,472.858104,0,238.004,295.751,3462.341,ACN
2003-05-31,132.141,466.294836,0,272.949,329.372,3418.429,ACN
2003-02-28,118.721,467.077408,0,276.356,338.538,3189.023,ACN
2002-11-30,126.871,468.119491,0,298.044,358.897,3327.447,ACN
2002-08-31,38.147,469.191024,0,106.291,175.915,3084.605,ACN
2002-05-31,114.461,414.46344,0,294.986,369.132,3350.66,ACN
2002-02-28,10.611,409.576609,0,169.442,241.964,3328.437,ACN
2001-11-30,81.676,410.488771,0,214.111,283.18,3341.322,ACN
2001-08-31,-369.782,918.418711,0,-269.631,-170.238,3150.257,ACN
2001-05-31,-190.795,918.418711,0,109.447,238.484,3411.692,ACN
2001-02-28,419.539,918.418711,0,508.217,635.452,3384.059,ACN
2000-11-30,1198.441,918.418711,0,1255.264,1313.671,3238.292,ACN
2000-08-31,416.027,918.418711,0,470.547,533.455,2784.917,ACN
2023-03-03,1247,459,0,1630,1863,4655,ADBE
2022-12-02,1176,467,0,1545,1780,4525,ADBE
2022-09-02,1136,469,0,1484,1721,4433,ADBE
2022-06-03,1178,472,0,1520,1752,4386,ADBE
2022-03-04,1266,473,0,1571,1806,4262,ADBE
2021-12-03,1233,474,0,1496,1721,4110,ADBE
2021-09-03,1212,477,0,1445,1658,3935,ADBE
2021-06-04,1116,478,0,1414,1622,3835,ADBE
2021-03-05,1261,479,0,1463,1678,3905,ADBE
2020-11-27,2250,481,0,1224,1436,3424,ADBE
2020-08-28,955,480,0,1088,1302,3225,ADBE
2020-05-29,1100,481,0,1028,1237,3128,ADBE
2020-02-28,955,482,0,952,1161,3091,ADBE
2019-11-29,851,483,0,993,1184,2992,ADBE
2019-08-30,793,486,0,875,1068,2834,ADBE
2019-05-31,633,488,0,751,938,2744,ADBE
2019-03-01,674,488,0,743,929,2601,ADBE
2018-11-30,678.466,489.992,0,726.972,833.2,2464.617,ADBE
2018-08-31,666.291,490.025,0,722.465,809.355,2291.076,ADBE
2018-06-01,663.167,491.914,0,711.162,787.522,2195.36,ADBE
2018-03-02,583.076,492.061,0,722.401,798.923,2078.947,ADBE
2017-12-01,501.549,492.114,0,662.128,743.362,2006.595,ADBE
2017-09-01,419.569,493.426,0,560.188,642.507,1841.074,ADBE
2017-06-02,374.39,494.371,0,510.965,592.6,1772.19,ADBE
2017-03-03,398.446,494.612,0,478.762,559.571,1681.646,ADBE
2016-12-02,399.613,495.708,0,474.218,556.078,1608.419,ADBE
2016-09-02,270.788,498.584,0,373.582,457.596,1463.967,ADBE
2016-06-03,244.074,499.974,0,347.004,431.465,1398.709,ADBE
2016-03-04,254.307,499.125,0,310.776,391.976,1383.335,ADBE
2015-11-27,222.705,498.383,0,313.455,399.814,1306.404,ADBE
2015-08-28,174.465,498.63,0,249.138,336.688,1217.768,ADBE
2015-05-29,147.493,499.29,0,197.579,283.508,1162.158,ADBE
2015-02-27,84.888,498.754,0,177.793,257.428,1109.181,ADBE
2014-11-28,88.136,498.122,0,124.953,203.1,1073.328,ADBE
2014-08-29,44.686,498.468,0,76.299,156.453,1005.409,ADBE
2014-05-30,88.527,497.931,0,138.374,216.027,1068.208,ADBE
2014-02-28,47.046,496.948,0,81.482,159.118,1000.12,ADBE
2013-11-29,65.32,499.371,0,104.992,186.342,1041.699,ADBE
2013-08-30,83.002,504.116,0,110.007,192.182,995.119,ADBE
2013-05-31,76.546,503.384,0,108.332,189.282,1010.549,ADBE
2013-03-01,65.117,498.607,0,100.318,177.07,1007.873,ADBE
2012-11-30,222.333,494.908,0,307.398,386.019,1153.428,ADBE
2012-08-31,201.357,494.051,0,280.465,354.575,1080.58,ADBE
2012-06-01,223.876,495.95,0,311.203,388.377,1124.449,ADBE
2012-03-02,185.209,494.016,0,287.215,357.076,1045.22,ADBE
2011-12-02,173.719,491.523,0,249.954,323.244,1152.161,ADBE
2011-09-02,195.101,494.537,0,273.15,337.159,1013.212,ADBE
2011-06-03,229.436,499.686,0,275.971,342.591,1023.179,ADBE
2011-03-04,234.591,504.134,0,303.107,369.393,1027.706,ADBE
2010-12-03,268.85,507.063,0,302.797,378.894,1007.946,ADBE
2010-09-03,230.065,518.71,0,313.147,386.301,990.319,ADBE
2010-06-04,148.611,526.148,0,210.249,285.155,943.035,ADBE
2010-03-05,127.154,524.173,0,173.91,242.491,858.7,ADBE
2009-11-27,-32.043,513.835,0,161.747,246.784,757.283,ADBE
2009-08-28,136.045,525.911,0,174.876,238.797,697.507,ADBE
2009-05-29,126.071,524.159,0,164.35,229.075,704.673,ADBE
2009-02-27,156.435,524.268,0,203.954,272.694,786.39,ADBE
2008-11-28,245.917,529.62,0,278.336,345.764,915.301,ADBE
2008-08-29,191.608,531.06,0,230.904,295.887,887.257,ADBE
2008-05-30,214.91,533.391,0,281.834,350.49,886.886,ADBE
2008-02-29,219.379,561.113,0,297.453,366.655,890.445,ADBE
2007-11-30,222.208,575.389,0,290.755,368.945,911.211,ADBE
2007-08-31,205.243,583.67,0,277.064,358.791,851.686,ADBE
2007-06-01,152.505,587.929,0,205.171,292.22,745.577,ADBE
2007-03-02,143.851,587.969,0,174.453,242.951,649.407,ADBE
2006-12-01,183.244,592.931,0,248.059,323.335,682.175,ADBE
2006-09-01,94.396,586.433,0,123.012,197.565,602.191,ADBE
2006-06-02,123.097,595.284,0,164.497,244.14,635.456,ADBE
2006-03-03,105.072,598.451,0,144.257,222.607,655.478,ADBE
2005-12-02,156.251,492.633,0,207.219,242.114,510.371,ADBE
2005-09-02,144.916,491.71,0,193.964,211.762,487.039,ADBE
2005-06-03,149.778,488.765,0.006,187.808,202.936,496.029,ADBE
2005-03-04,151.894,486.26,0.006,176.785,191.739,472.882,ADBE
2004-12-03,113.501,479.686,0.006,153.38,192.24,429.502,ADBE
2004-09-03,104.461,476.942,0.006,141.163,155.991,403.713,ADBE
2004-06-04,109.401,477.238,0.006,147.839,162.58,410.085,ADBE
2004-03-05,123.035,476.768,0.006,166.263,179.701,423.281,ADBE
2003-11-28,83.349,480.24,0.006,119.07,131.845,358.586,ADBE
2003-08-29,64.524,466.728,0.006,92.177,104.359,319.122,ADBE
2003-05-30,64.246,464.248,0.006,91.78,103.845,320.146,ADBE
2003-02-28,54.225,462.168,0.006,77.465,89.457,296.895,ADBE
2002-11-29,40.089,467.8,0.006,62.174,79.29,294.654,ADBE
2002-08-30,47.201,476.02,0.006,69.413,86.254,284.879,ADBE
2002-05-31,54.301,476.404,0.006,79.855,95.577,317.359,ADBE
2002-03-01,49.808,473.162,0.006,73.247,87.05,267.896,ADBE
2001-11-30,34.289,473.028,0.006,51.178,65.368,264.54,ADBE
2001-08-31,40.294,476.102,0.006,60.14,73.927,292.118,ADBE
2001-06-01,61.305,476.326,0.006,91.5,105.976,344.093,ADBE
2001-03-02,69.756,480.156,0.006,104.113,118.305,328.969,ADBE
2000-12-01,79.196,478.924,0.006,122.784,135.127,355.194,ADBE
2000-09-01,78.27,476.928,0.006,120.429,130.293,328.867,ADBE
2000-06-02,65.777,475.032,0.006,101.195,111.34,300.085,ADBE
2000-03-03,64.565,474.512,0.006,99.331,110.254,282.232,ADBE
1999-12-03,97.359,476.448,0.006,153.292,164.493,281.77,ADBE
1999-09-03,57.155,487.584,0.006,90.028,102.501,260.876,ADBE
1999-06-04,44.961,484.576,0.006,70.788,85.491,245.886,ADBE
1999-03-05,38.276,487.784,0.006,60.319,72.712,226.902,ADBE
1998-11-27,50.268,511.352,0.006,80.172,91.462,246.736,ADBE
1998-08-28,0.152,538.224,0.006,0.242,14.904,222.932,ADBE
1998-05-29,27.98,533.88,0.006,44.645,57.531,227.31,ADBE
1998-02-27,26.744,542.096,0.006,42.635,60.061,197.813,ADBE
1997-11-28,46.819,572.312,0.023,74.191,98.843,227.132,ADBE
1997-08-29,53.428,582.128,0.006,85.528,98.611,230.039,ADBE
1997-05-30,40.106,576.68,0.006,63.204,73.643,228.264,ADBE
1997-02-28,46.484,571.944,0.006,73.167,84.377,226.459,ADBE
1996-11-29,67.758,507.8,0.006,102.49,137.084,207.675,ADBE
1996-08-30,29.847,594.472,0.006,48.686,56.848,180.909,ADBE
1996-05-31,22.009,605.104,0.006,39.787,45.054,204.337,ADBE
1996-03-01,33.663,611.152,0.006,53.861,61.459,193.642,ADBE
1995-12-01,,594.024,0.006,,,,ADBE
2023-01-28,961.474,507.121,0.76,1133.926,1718.778,3249.63,ADI
2022-10-29,936.226,512.233,0.76,1095.719,1642.204,3247.716,ADI
2022-07-30,748.985,517.011,0.76,899.126,1487.834,3109.88,ADI
2022-04-30,783.273,522.37,0.76,928.793,1477.202,2972.064,ADI
2022-01-29,280.077,525.291,0.69,375.519,953.152,2684.293,ADI
2021-10-30,75.687,397.462,0.69,-101.546,379.794,2339.568,ADI
2021-07-31,503.311,368.476,0.69,616.937,821.903,1758.853,ADI
2021-05-01,422.905,368.823,0.69,519.051,725.258,1661.407,ADI
2021-01-30,388.519,369.203,0.62,479.097,680.45,1558.458,ADI
2020-10-31,386.526,369.281,0.62,465.903,410.512,1526.295,ADI
2020-08-01,362.665,368.791,0.62,418.943,620.406,1456.136,ADI
2020-05-02,267.696,368.217,0.62,345.046,548.358,1317.06,ADI
2020-02-01,203.874,368.241,0.54,275.03,478.962,1303.565,ADI
2019-11-02,277.694,369.052,0.54,338.602,543.766,1443.219,ADI
2019-08-03,362.374,369.533,0.54,449.429,653.556,1480.143,ADI
2019-05-04,367.937,369.246,0.54,468.098,669.473,1526.602,ADI
2019-02-02,355.006,368.703,0.48,458.674,659.259,1541.101,ADI
2018-11-03,404.855,371.087,0.48,468.438,669.628,1536.128,ADI
2018-08-04,408.557,371.315,0.48,492.171,692.036,1558.189,ADI
2018-05-05,400.328,370.384,0.48,504.917,704.46,1563.502,ADI
2018-02-03,293.24,369.093,0.45,443.377,641.842,1566.87,ADI
2017-10-28,425.77,368.067,0.45,551.443,741.179,1680.021,ADI
2017-07-29,68.916,367.315,0.45,199.871,402.326,1433.902,ADI
2017-04-29,93.564,341.316,0.45,158.35,295.892,1147.982,ADI
2017-01-28,217.129,308.786,0.42,275.923,330.249,984.449,ADI
2016-10-29,296.157,307.854,0.42,362.198,415.861,1003.623,ADI
2016-07-30,230.43,307.135,0.42,274.876,327.524,869.591,ADI
2016-04-30,170.573,308.79,0.42,213.365,265.288,778.766,ADI
2016-01-30,164.504,311.166,0.4,195.239,246.795,769.429,ADI
2015-10-31,96.305,312.828,0.4,111.416,162.406,978.722,ADI
2015-08-01,216.478,313.877,0.4,266.233,323.781,863.365,ADI
2015-05-02,205.338,312.66,0.4,252.069,309.259,821.019,ADI
2015-01-31,178.757,311.274,0.37,207.426,263.938,771.986,ADI
2014-11-01,108.695,312.817,0.37,151.859,208.962,814.247,ADI
2014-08-02,180.606,314.19,0.37,205.566,235.529,727.752,ADI
2014-05-03,187.433,313.488,0.37,224.242,251.756,694.536,ADI
2014-02-01,152.586,312.286,0.34,182.462,209.852,628.238,ADI
2013-11-02,201.554,311.009,0.34,289.171,316.741,678.133,ADI
2013-08-03,176.239,309.117,0.34,202.713,230.216,674.172,ADI
2013-05-04,164.472,307.444,0.34,194.018,221.551,659.25,ADI
2013-02-02,131.222,303.484,0.3,156.523,184.333,622.134,ADI
2012-11-03,179.187,300.681,0.3,218.915,246.453,694.964,ADI
2012-08-04,169.768,298.445,0.3,215.928,243.091,683.026,ADI
2012-05-05,162.899,298.13,0.3,218.344,245.233,675.094,ADI
2012-02-04,139.382,297.788,0.25,186.768,215.011,648.058,ADI
2011-10-29,183.527,298.91,0.25,237.079,266.127,716.134,ADI
2011-07-30,219.935,299.618,0.25,281.03,310.51,757.902,ADI
2011-04-30,241.826,299.922,0.22,300.834,330.64,790.78,ADI
2011-01-29,222.106,299.218,0.22,268.15,298.035,728.504,ADI
2010-10-30,224.994,298.227,0.22,290.766,320.712,769.99,ADI
2010-07-31,199.491,297.885,0.22,253.935,283.126,720.29,ADI
2010-05-01,167.14,297.967,0.2,216.588,247.28,668.24,ADI
2010-01-30,120.459,295.469,0.2,151.664,182.746,602.983,ADI
2009-10-31,105.609,291.739,0.2,129.952,162.1,571.6,ADI
2009-08-01,65.46,291.387,0.2,81.395,113.374,491.991,ADI
2009-05-02,51.754,291.227,0.2,62.233,97.264,474.748,ADI
2009-01-31,24.949,291.187,0.2,28.322,69.034,476.569,ADI
2008-11-01,143.871,290.846,0.2,170.994,208.929,660.696,ADI
2008-08-02,138.608,290.376,0.2,178.144,216.826,658.986,ADI
2008-05-03,133.086,290.389,0.18,170.934,209.815,649.34,ADI
2008-02-02,370.719,299.141,0.18,407.137,445.111,613.909,ADI
2007-11-03,97.889,305.87,0.18,135.707,173.384,623.542,ADI
2007-08-04,120.435,318.464,0.18,156.971,195.88,617.431,ADI
2007-05-05,125.356,329.988,0.18,165.076,204.05,597.483,ADI
2007-02-03,153.227,338.698,0.16,198.706,237.929,626.265,ADI
2006-10-28,138.419,346.801,0.16,149.236,191.499,321.266,ADI
2006-07-29,144.685,357.887,0.16,175.167,218.493,663.66,ADI
2006-04-29,145.821,364.225,0.12,190.637,233.728,643.872,ADI
2006-01-28,120.557,366.135,0.12,152.807,196.29,621.302,ADI
2005-10-29,68.341,369.943,0.1,146.088,184.484,368.122,ADI
2005-07-30,121.404,370.987,0.1,153.676,192.149,582.416,ADI
2005-04-30,117.599,370.673,0.06,150.722,190.42,603.726,ADI
2005-01-29,107.443,375.561,0.06,138.648,177.645,580.536,ADI
2004-10-30,132.266,375.031,0.06,171.261,209.695,632.124,ADI
2004-07-31,169.05,377.144,0.06,216.877,254.883,717.793,ADI
2004-05-01,152.583,374.864,0.04,195.016,232.964,678.53,ADI
2004-01-31,116.839,372.052,0.04,149.806,188.048,605.353,ADI
2003-11-01,88.027,365.485,0,119.948,159.928,557.517,ADI
2003-08-02,78.956,366.025,0,108.989,151.942,520.445,ADI
2003-05-03,71.306,364.267,0,99.423,142.582,501.883,ADI
2003-02-01,59.992,363.138,0,85.706,127.897,467.423,ADI
2002-11-02,34.77,364.017,0,56.646,119.389,455.718,ADI
2002-08-03,31.413,365.065,0,50.509,110.183,445.448,ADI
2002-05-04,14.426,364.545,0,29.578,88.53,413.368,ADI
2002-02-02,24.69,363.147,0,48.075,104.708,392.974,ADI
2001-11-03,24.201,361.108,0,46.351,101.864,423.313,ADI
2001-08-04,39.303,359.534,0,65.401,118.886,479.886,ADI
2001-05-05,102.496,358.74,0,163.417,215.625,601.442,ADI
2001-02-03,190.377,357.07,0,294.549,343.833,772.274,ADI
2000-10-28,199.872,356.375,0,288.323,334.55,805.617,ADI
2000-07-29,192.201,355.019,0,279.301,316.43,700.658,ADI
2000-04-29,122.052,352.706,0,175.182,212.625,580.995,ADI
2000-01-29,93.007,349.352,0,128.746,164.618,490.277,ADI
1999-10-30,73.218,347.342,0,99.595,135.366,431.036,ADI
1999-07-31,54.601,345.418,0,80.026,115.962,378.776,ADI
1999-05-01,39.106,334.024,0,50.704,86.439,340.067,ADI
1999-01-30,29.894,319.144,0,37.361,72.517,300.5,ADI
1998-10-31,26.336,321.396,0,46.045,80.295,297.65,ADI
1998-08-01,9.108,324.9,0,10.035,42.343,295.7,ADI
1998-05-02,43.785,324.25,0,56.418,87.676,319.43,ADI
1998-01-31,3.179,322.046,0,14.168,43.912,317.791,ADI
1997-11-01,50.952,322.704,0,79.648,107.646,332.479,ADI
1997-08-02,45.97,319.588,0,53.589,80.581,318.139,ADI
1997-05-03,42.117,317.43,0,59.141,83.913,300.813,ADI
1997-02-01,39.18,317.03,0,56.008,79.8,292.063,ADI
1996-11-02,44.02,306.724,0,61.083,85.447,304.647,ADI
1996-08-03,43.796,345.846,0,62.449,84.788,305.042,ADI
1996-05-04,43.993,345.168,0,62.491,82.334,303.328,ADI
1996-02-03,40.092,331.152,0,56.006,73.269,280.769,ADI
1995-10-28,,317.43,0,,,,ADI
1994-10-29,,309.078,0,,,,ADI
2023-03-31,1170,550,0.45,1542,1801,24072,ADM
2022-12-31,1019,553,0.4,1342,1596,25939,ADM
2022-09-30,1031,561,0.4,1321,1581,24683,ADM
2022-06-30,1236,566,0.4,1588,1845,27284,ADM
2022-03-31,1054,566,0.4,1353,1610,23650,ADM
2021-12-31,782,564,0.37,1073,1330,23090,ADM
2021-09-30,526,564,0.37,707,954,20340,ADM
2021-06-30,712,564,0.37,865,1108,22926,ADM
2021-03-31,689,563,0.37,907,1156,18893,ADM
2020-12-31,687,561,0.36,819,1068,17978,ADM
2020-09-30,225,561,0.36,299,537,15126,ADM
2020-06-30,469,561,0.36,636,880,16281,ADM
2020-03-31,391,563,0.36,458,703,14970,ADM
2019-12-31,504,560,0.35,596,847,16329,ADM
2019-09-30,407,562,0.35,599,848,16726,ADM
2019-06-30,235,565,0.35,380,628,16297,ADM
2019-03-31,233,565,0.35,415,660,15304,ADM
2018-12-31,315,564,0.335,407,642,15947,ADM
2018-09-30,536,565,0.335,719,951,15800,ADM
2018-06-30,566,564,0.335,741,980,17068,ADM
2018-03-31,393,563,0.335,552,787,15526,ADM
2017-12-31,788,563,0.32,623,863,16070,ADM
2017-09-30,192,566,0.32,301,533,14827,ADM
2017-06-30,276,571,0.32,470,697,14943,ADM
2017-03-31,339,576,0.32,538,763,14988,ADM
2016-12-31,424,579,0.3,707,929,16501,ADM
2016-09-30,341,586,0.3,555,781,15832,ADM
